cod_com,comuna,agno,grado,prom_lect2m_com,prom_mate2m_com,dif_lect2m_com,dif_mate2m_com,sigdif_lect2m_com,sigdif_mate2m_com
5302,CALLE LARGA,2016,2m,245,244,2,-1,No significativa,No significativa
15102,CAMARONES,2016,2m,214,204,0,0,No significativa,No significativa
1402,CAMIÑA,2016,2m,242,229,-15,-7,No significativa,No significativa
4202,CANELA,2016,2m,252,246,26,19,Positiva y significativa,Positiva y significativa
9102,CARAHUE,2016,2m,224,222,-12,6,Negativa y significativa,No significativa
5603,CARTAGENA,2016,2m,250,256,-11,-2,Negativa y significativa,No significativa
5102,CASABLANCA,2016,2m,250,254,-4,-4,No significativa,No significativa
10201,CASTRO,2016,2m,249,270,-5,6,No significativa,No significativa
5702,CATEMU,2016,2m,248,234,4,6,No significativa,No significativa
7201,CAUQUENES,2016,2m,242,242,-5,-4,No significativa,No significativa
8203,CAÑETE,2016,2m,251,260,1,10,No significativa,Positiva y significativa
13102,CERRILLOS,2016,2m,242,262,-8,4,Negativa y significativa,No significativa
13103,CERRO NAVIA,2016,2m,233,248,-9,-5,Negativa y significativa,No significativa
10401,CHAITÉN,2016,2m,248,237,1,8,No significativa,No significativa
7202,CHANCO,2016,2m,220,198,-7,-10,No significativa,No significativa
3201,CHAÑARAL,2016,2m,234,220,21,18,Positiva y significativa,Positiva y significativa
8103,CHIGUAYANTE,2016,2m,247,288,-10,-2,Negativa y significativa,No significativa
11401,CHILE CHICO,2016,2m,250,270,13,-2,No significativa,No significativa
8401,CHILLÁN,2016,2m,253,273,-1,2,No significativa,No significativa
8406,CHILLÁN VIEJO,2016,2m,252,243,16,6,Positiva y significativa,No significativa
6303,CHIMBARONGO,2016,2m,239,249,-10,3,Negativa y significativa,No significativa
9121,CHOLCHOL,2016,2m,237,214,6,-3,No significativa,No significativa
10203,CHONCHI,2016,2m,217,224,-9,-10,No significativa,Negativa y significativa
6302,CHÉPICA,2016,2m,223,228,-1,4,No significativa,No significativa
11202,CISNES,2016,2m,239,229,-25,-25,Negativa y significativa,Negativa y significativa
8403,COBQUECURA,2016,2m,229,222,10,19,No significativa,No significativa
10103,COCHAMÓ,2016,2m,220,202,-23,-30,Negativa y significativa,Negativa y significativa
11301,COCHRANE,2016,2m,248,256,-11,17,No significativa,Positiva y significativa
6102,CODEGUA,2016,2m,231,209,22,20,Positiva y significativa,Positiva y significativa
8404,COELEMU,2016,2m,236,269,-3,20,No significativa,Positiva y significativa
11101,COIHAIQUE,2016,2m,243,267,1,2,No significativa,No significativa
8405,COIHUECO,2016,2m,248,252,16,13,Positiva y significativa,Positiva y significativa
6103,COINCO,2016,2m,244,242,-11,3,No significativa,No significativa
7402,COLBÚN,2016,2m,213,224,-7,11,No significativa,No significativa
1403,COLCHANE,2016,2m,221,156,0,0,No significativa,No significativa
13301,COLINA,2016,2m,260,284,3,6,No significativa,No significativa
9202,COLLIPULLI,2016,2m,227,225,-10,-1,Negativa y significativa,No significativa
6104,COLTAUCO,2016,2m,225,228,0,2,No significativa,No significativa
4302,COMBARBALÁ,2016,2m,254,254,14,24,Positiva y significativa,Positiva y significativa
8101,CONCEPCIÓN,2016,2m,251,277,1,6,No significativa,No significativa
13104,CONCHALÍ,2016,2m,233,239,0,3,No significativa,No significativa
5103,CONCÓN,2016,2m,261,302,-5,-2,No significativa,No significativa
7102,CONSTITUCIÓN,2016,2m,248,277,2,5,No significativa,No significativa
8204,CONTULMO,2016,2m,249,234,14,13,Positiva y significativa,No significativa
3101,COPIAPÓ,2016,2m,238,253,1,7,No significativa,Positiva y significativa
4102,COQUIMBO,2016,2m,250,262,2,5,No significativa,No significativa
8102,CORONEL,2016,2m,233,244,2,3,No significativa,No significativa
14102,CORRAL,2016,2m,268,231,16,-3,Positiva y significativa,No significativa
9103,CUNCO,2016,2m,237,229,-3,-3,No significativa,No significativa
9203,CURACAUTÍN,2016,2m,232,228,12,21,Positiva y significativa,Positiva y significativa
13503,CURACAVÍ,2016,2m,242,243,17,0,Positiva y significativa,No significativa
10204,CURACO DE VÉLEZ,2016,2m,247,238,26,11,Positiva y significativa,No significativa
8205,CURANILAHUE,2016,2m,227,247,-7,12,No significativa,Positiva y significativa
9104,CURARREHUE,2016,2m,270,217,63,33,Positiva y significativa,Positiva y significativa
7103,CUREPTO,2016,2m,236,222,6,-13,No significativa,No significativa
7301,CURICÓ,2016,2m,260,283,-2,5,No significativa,No significativa
10205,DALCAHUE,2016,2m,208,216,-19,6,Negativa y significativa,No significativa
3202,DIEGO DE ALMAGRO,2016,2m,246,250,1,-3,No significativa,No significativa
6105,DOÑIHUE,2016,2m,243,272,6,16,No significativa,Positiva y significativa
13105,EL BOSQUE,2016,2m,242,265,-6,5,No significativa,No significativa
8407,EL CARMEN,2016,2m,246,246,24,19,Positiva y significativa,Positiva y significativa
13602,EL MONTE,2016,2m,230,228,-2,10,No significativa,No significativa
5604,EL QUISCO,2016,2m,249,227,18,-6,Positiva y significativa,No significativa
5605,EL TABO,2016,2m,245,219,-13,-7,No significativa,No significativa
7104,EMPEDRADO,2016,2m,210,242,-23,-9,Negativa y significativa,No significativa
9204,ERCILLA,2016,2m,256,226,26,38,Positiva y significativa,Positiva y significativa
13106,ESTACIÓN CENTRAL,2016,2m,232,250,-4,-6,No significativa,No significativa
8104,FLORIDA,2016,2m,223,232,-9,0,No significativa,No significativa
9105,FREIRE,2016,2m,223,209,9,11,Positiva y significativa,Positiva y significativa
3303,FREIRINA,2016,2m,206,192,-24,-43,Negativa y significativa,Negativa y significativa
10104,FRESIA,2016,2m,234,229,-2,0,No significativa,No significativa
10105,FRUTILLAR,2016,2m,239,258,8,19,No significativa,Positiva y significativa
10402,FUTALEUFÚ,2016,2m,209,256,-6,0,No significativa,No significativa
14202,FUTRONO,2016,2m,234,238,-20,-4,Negativa y significativa,No significativa
9106,GALVARINO,2016,2m,225,210,2,-12,No significativa,No significativa
15202,GENERAL LAGOS,2016,2m,NA,NA,NA,NA,NA,NA
9107,GORBEA,2016,2m,227,221,1,12,No significativa,No significativa
6106,GRANEROS,2016,2m,222,231,3,13,No significativa,Positiva y significativa
11203,GUAITECAS,2016,2m,256,251,26,17,Positiva y significativa,No significativa
5503,HIJUELAS,2016,2m,244,242,-10,-5,Negativa y significativa,No significativa
10403,HUALAIHUÉ,2016,2m,241,235,1,0,No significativa,No significativa
7302,HUALAÑÉ,2016,2m,254,262,6,-1,No significativa,No significativa
8112,HUALPÉN,2016,2m,251,279,17,2,Positiva y significativa,No significativa
8105,HUALQUI,2016,2m,214,214,-15,-7,Negativa y significativa,No significativa
1404,HUARA,2016,2m,232,211,19,20,No significativa,No significativa
3304,HUASCO,2016,2m,219,215,-3,9,No significativa,No significativa
13107,HUECHURABA,2016,2m,254,292,4,7,No significativa,No significativa
4201,ILLAPEL,2016,2m,236,233,-4,4,No significativa,No significativa
13108,INDEPENDENCIA,2016,2m,237,254,-3,9,No significativa,Positiva y significativa
1101,IQUIQUE,2016,2m,246,263,2,2,No significativa,No significativa
13603,ISLA DE MAIPO,2016,2m,245,247,3,4,No significativa,No significativa
5201,ISLA DE PASCUA,2016,2m,246,266,-10,-2,No significativa,No significativa
5104,JUAN FERNÁNDEZ,2016,2m,282,269,1,26,No significativa,No significativa
13109,LA CISTERNA,2016,2m,240,255,2,4,No significativa,No significativa
5504,LA CRUZ,2016,2m,228,222,-5,5,No significativa,No significativa
6202,LA ESTRELLA,2016,2m,NA,NA,NA,NA,NA,NA
13110,LA FLORIDA,2016,2m,250,271,8,8,Positiva y significativa,Positiva y significativa
13111,LA GRANJA,2016,2m,241,262,8,16,Positiva y significativa,Positiva y significativa
4104,LA HIGUERA,2016,2m,NA,NA,NA,NA,NA,NA
5401,LA LIGUA,2016,2m,240,251,-2,3,No significativa,No significativa
13112,LA PINTANA,2016,2m,240,260,1,5,No significativa,No significativa
13113,LA REINA,2016,2m,262,305,-2,3,No significativa,No significativa
4101,LA SERENA,2016,2m,252,278,0,3,No significativa,No significativa
14201,LA UNIÓN,2016,2m,261,270,-7,-2,No significativa,No significativa
14203,LAGO RANCO,2016,2m,255,251,9,6,No significativa,No significativa
11102,LAGO VERDE,2016,2m,NA,NA,NA,NA,NA,NA
12102,LAGUNA BLANCA,2016,2m,NA,NA,NA,NA,NA,NA
8304,LAJA,2016,2m,236,261,9,13,Positiva y significativa,Positiva y significativa
13302,LAMPA,2016,2m,247,244,10,-2,Positiva y significativa,No significativa
14103,LANCO,2016,2m,239,226,15,-6,Positiva y significativa,No significativa
6107,LAS CABRAS,2016,2m,241,244,-1,5,No significativa,No significativa
13114,LAS CONDES,2016,2m,278,323,2,1,No significativa,No significativa
9108,LAUTARO,2016,2m,228,229,1,2,No significativa,No significativa
8201,LEBU,2016,2m,244,257,-5,1,No significativa,No significativa
7303,LICANTÉN,2016,2m,250,265,0,18,No significativa,Positiva y significativa
5802,LIMACHE,2016,2m,238,240,8,5,No significativa,No significativa
7401,LINARES,2016,2m,254,270,-1,0,No significativa,No significativa
6203,LITUECHE,2016,2m,255,255,8,10,No significativa,No significativa
5703,LLAILLAY,2016,2m,239,242,1,3,No significativa,No significativa
10107,LLANQUIHUE,2016,2m,228,219,-11,-2,Negativa y significativa,No significativa
13115,LO BARNECHEA,2016,2m,274,323,-3,1,No significativa,No significativa
13116,LO ESPEJO,2016,2m,237,251,0,7,No significativa,No significativa
13117,LO PRADO,2016,2m,231,231,6,2,No significativa,No significativa
6304,LOLOL,2016,2m,241,238,-2,-2,No significativa,No significativa
9109,LONCOCHE,2016,2m,242,258,3,8,No significativa,No significativa
7403,LONGAVÍ,2016,2m,235,232,1,-2,No significativa,No significativa
9205,LONQUIMAY,2016,2m,234,211,26,14,Positiva y significativa,Positiva y significativa
5301,LOS ANDES,2016,2m,243,250,4,2,No significativa,No significativa
14104,LOS LAGOS,2016,2m,224,225,-8,4,No significativa,No significativa
10106,LOS MUERMOS,2016,2m,231,240,4,10,No significativa,Positiva y significativa
9206,LOS SAUCES,2016,2m,237,222,18,35,Positiva y significativa,Positiva y significativa
4203,LOS VILOS,2016,2m,237,241,4,8,No significativa,No significativa
8206,LOS ÁLAMOS,2016,2m,221,217,1,4,No significativa,No significativa
8301,LOS ÁNGELES,2016,2m,251,265,-4,0,No significativa,No significativa
8106,LOTA,2016,2m,236,252,5,14,No significativa,Positiva y significativa
9207,LUMACO,2016,2m,202,213,-22,2,Negativa y significativa,No significativa
6108,MACHALÍ,2016,2m,264,295,5,13,No significativa,Positiva y significativa
13118,MACUL,2016,2m,237,275,-3,4,No significativa,No significativa
13119,MAIPÚ,2016,2m,253,279,1,4,No significativa,No significativa
6109,MALLOA,2016,2m,247,235,11,17,No significativa,Positiva y significativa
6204,MARCHIHUE,2016,2m,243,230,31,-8,Positiva y significativa,No significativa
14106,MARIQUINA,2016,2m,255,260,-5,3,No significativa,No significativa
2302,MARÍA ELENA,2016,2m,250,250,10,11,No significativa,No significativa
13504,MARÍA PINTO,2016,2m,194,208,-14,-10,Negativa y significativa,No significativa
7105,MAULE,2016,2m,247,263,16,27,Positiva y significativa,Positiva y significativa
10108,MAULLÍN,2016,2m,215,218,-13,-4,Negativa y significativa,No significativa
2102,MEJILLONES,2016,2m,223,214,5,1,No significativa,No significativa
9110,MELIPEUCO,2016,2m,247,222,9,4,No significativa,No significativa
13501,MELIPILLA,2016,2m,239,254,-9,-6,Negativa y significativa,No significativa
7304,MOLINA,2016,2m,241,237,-3,-7,No significativa,No significativa
4303,MONTE PATRIA,2016,2m,230,227,3,6,No significativa,No significativa
6110,MOSTAZAL,2016,2m,217,208,-5,1,No significativa,No significativa
8305,MULCHÉN,2016,2m,238,242,7,12,No significativa,Positiva y significativa
14105,MÁFIL,2016,2m,253,229,-3,-10,No significativa,No significativa
8306,NACIMIENTO,2016,2m,247,252,-5,-5,No significativa,No significativa
6305,NANCAGUA,2016,2m,244,258,0,0,No significativa,No significativa
12401,NATALES,2016,2m,233,241,-6,-6,No significativa,No significativa
6205,NAVIDAD,2016,2m,240,252,-5,24,No significativa,Positiva y significativa
8307,NEGRETE,2016,2m,231,203,3,-8,No significativa,No significativa
8408,NINHUE,2016,2m,230,237,32,53,Positiva y significativa,Positiva y significativa
5506,NOGALES,2016,2m,230,236,-8,0,No significativa,No significativa
9111,NUEVA IMPERIAL,2016,2m,230,234,-3,3,No significativa,No significativa
11302,O'HIGGINS,2016,2m,NA,NA,NA,NA,NA,NA
6111,OLIVAR,2016,2m,254,255,-7,-4,No significativa,No significativa
2202,OLLAGÜE,2016,2m,NA,NA,NA,NA,NA,NA
5803,OLMUÉ,2016,2m,217,223,-12,-14,Negativa y significativa,Negativa y significativa
10301,OSORNO,2016,2m,249,270,-4,9,No significativa,Positiva y significativa
4301,OVALLE,2016,2m,257,267,-1,3,No significativa,No significativa
13604,PADRE HURTADO,2016,2m,237,249,3,0,No significativa,No significativa
9112,PADRE LAS CASAS,2016,2m,240,243,9,5,Positiva y significativa,No significativa
4105,PAIGUANO,2016,2m,237,228,3,-11,No significativa,No significativa
14107,PAILLACO,2016,2m,239,241,7,11,No significativa,Positiva y significativa
13404,PAINE,2016,2m,244,260,-2,0,No significativa,No significativa
10404,PALENA,2016,2m,258,255,34,52,Positiva y significativa,Positiva y significativa
6306,PALMILLA,2016,2m,210,205,-3,-7,No significativa,No significativa
14108,PANGUIPULLI,2016,2m,249,247,2,6,No significativa,No significativa
5704,PANQUEHUE,2016,2m,261,273,21,13,Positiva y significativa,Positiva y significativa
5403,PAPUDO,2016,2m,233,225,-14,-22,Negativa y significativa,Negativa y significativa
6206,PAREDONES,2016,2m,215,231,0,32,No significativa,Positiva y significativa
7404,PARRAL,2016,2m,255,271,-6,-7,No significativa,No significativa
13121,PEDRO AGUIRRE CERDA,2016,2m,237,248,-9,-5,Negativa y significativa,No significativa
7106,PELARCO,2016,2m,226,233,2,29,No significativa,Positiva y significativa
7203,PELLUHUE,2016,2m,222,241,4,7,No significativa,No significativa
8410,PEMUCO,2016,2m,224,236,-5,22,No significativa,Positiva y significativa
7107,PENCAHUE,2016,2m,218,218,-9,-5,No significativa,No significativa
8107,PENCO,2016,2m,226,232,-3,-5,No significativa,No significativa
6307,PERALILLO,2016,2m,244,244,10,19,No significativa,Positiva y significativa
9113,PERQUENCO,2016,2m,232,227,6,21,No significativa,Positiva y significativa
5404,PETORCA,2016,2m,241,223,0,-7,No significativa,No significativa
6112,PEUMO,2016,2m,218,222,-15,-14,Negativa y significativa,Negativa y significativa
13605,PEÑAFLOR,2016,2m,235,249,1,-2,No significativa,No significativa
13122,PEÑALOLÉN,2016,2m,249,278,0,11,No significativa,Positiva y significativa
1405,PICA,2016,2m,198,202,-15,-18,No significativa,Negativa y significativa
6113,PICHIDEGUA,2016,2m,217,223,19,14,Positiva y significativa,Positiva y significativa
6201,PICHILEMU,2016,2m,250,263,4,11,No significativa,Positiva y significativa
8411,PINTO,2016,2m,246,227,6,9,No significativa,No significativa
13202,PIRQUE,2016,2m,237,236,-5,-1,No significativa,No significativa
9114,PITRUFQUÉN,2016,2m,248,257,-1,8,No significativa,Positiva y significativa
6308,PLACILLA,2016,2m,228,217,-6,-7,No significativa,No significativa
8412,PORTEZUELO,2016,2m,245,229,0,-8,No significativa,No significativa
12301,PORVENIR,2016,2m,253,221,25,6,Positiva y significativa,No significativa
1401,POZO ALMONTE,2016,2m,224,224,7,25,No significativa,Positiva y significativa
12302,PRIMAVERA,2016,2m,NA,NA,NA,NA,NA,NA
13123,PROVIDENCIA,2016,2m,269,309,-1,1,No significativa,No significativa
5105,PUCHUNCAVÍ,2016,2m,229,229,-10,-11,No significativa,No significativa
9115,PUCÓN,2016,2m,245,251,-9,-1,Negativa y significativa,No significativa
13124,PUDAHUEL,2016,2m,233,255,1,3,No significativa,No significativa
13201,PUENTE ALTO,2016,2m,247,272,-2,2,No significativa,No significativa
10101,PUERTO MONTT,2016,2m,243,264,-3,6,No significativa,Positiva y significativa
10302,PUERTO OCTAY,2016,2m,230,227,0,1,No significativa,No significativa
10109,PUERTO VARAS,2016,2m,247,279,-10,10,Negativa y significativa,Positiva y significativa
6309,PUMANQUE,2016,2m,NA,NA,NA,NA,NA,NA
4304,PUNITAQUI,2016,2m,235,243,2,12,No significativa,No significativa
12101,PUNTA ARENAS,2016,2m,243,263,2,7,No significativa,Positiva y significativa
10206,PUQUELDÓN,2016,2m,NA,NA,NA,NA,NA,NA
10303,PURRANQUE,2016,2m,244,251,-7,8,No significativa,No significativa
9208,PURÉN,2016,2m,258,257,14,16,Positiva y significativa,Positiva y significativa
5705,PUTAENDO,2016,2m,231,218,12,8,No significativa,No significativa
15201,PUTRE,2016,2m,235,202,3,9,No significativa,No significativa
10304,PUYEHUE,2016,2m,238,259,5,4,No significativa,No significativa
10207,QUEILÉN,2016,2m,250,248,-9,-27,No significativa,Negativa y significativa
10208,QUELLÓN,2016,2m,242,248,-4,2,No significativa,No significativa
10209,QUEMCHI,2016,2m,212,225,-13,14,No significativa,No significativa
8308,QUILACO,2016,2m,244,235,35,5,Positiva y significativa,No significativa
13125,QUILICURA,2016,2m,245,275,-8,6,Negativa y significativa,No significativa
8309,QUILLECO,2016,2m,244,227,16,11,Positiva y significativa,No significativa
